"id","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender"
6576,9,1,2,2,2,1
6577,5,1,1,1,2,1
6578,8,1,1,5,2,1
6579,2,1,1,2,5,2
6580,2,1,1,5,2,2
6581,1,1,2,1,5,1
6582,1,1,1,2,1,1
6583,3,2,1,5,2,2
6584,1,2,1,2,2,1
6585,2,1,2,4,1,2
6586,1,1,2,4,2,2
6587,1,2,1,1,5,1
6588,6,1,1,2,2,1
6589,1,1,1,2,2,2
6590,3,1,1,4,2,2
6591,1,1,2,4,2,1
6592,1,1,1,4,2,2
6593,7,2,1,4,5,1
6594,2,1,1,2,2,2
6595,8,1,1,1,5,2
6596,3,1,1,1,2,1
6597,2,1,2,2,5,2
6598,1,1,2,2,2,1
6599,8,1,3,1,2,1
6600,1,1,1,1,2,2
6601,1,2,1,1,4,2
6602,1,1,1,3,2,1
6603,1,2,1,5,2,1
6604,1,1,1,4,5,2
6605,1,1,2,1,2,1
6606,2,1,2,2,2,2
6607,2,1,1,4,5,1
6608,2,1,1,2,5,2
6609,1,2,1,1,3,2
6610,1,1,1,1,2,1
6611,3,1,1,4,2,1
6612,6,1,2,2,5,2
6613,1,1,2,4,5,2
6614,2,1,2,1,5,1
6615,5,1,1,1,4,1
6616,2,1,1,4,5,2
6617,2,1,1,2,2,1
6618,7,1,1,4,5,1
6619,1,1,1,2,5,1
6620,1,1,1,2,2,1
6621,1,1,1,1,2,1
6622,3,1,1,2,2,2
6623,3,2,1,2,3,2
6624,1,1,3,4,2,1
6625,1,1,1,2,2,1
6626,2,2,1,5,1,2
6627,1,1,2,3,2,1
6628,7,1,2,4,2,1
6629,1,2,2,3,2,2
6630,2,2,2,5,4,1
6631,1,1,2,4,2,2
6632,3,1,1,2,2,2
6633,2,1,1,4,3,1
6634,4,1,1,2,5,2
6635,9,2,3,4,2,1
6636,1,1,2,1,2,2
6637,1,1,1,2,3,1
6638,1,1,3,4,2,2
6639,1,1,1,5,2,1
6640,1,1,2,4,2,1
6641,7,2,1,1,2,1
6642,4,1,2,4,5,2
6643,2,1,2,5,2,1
6644,3,1,2,4,2,1
6645,2,1,2,4,5,2
6646,1,1,2,1,2,2
6647,1,1,1,2,2,2
6648,1,1,1,2,2,2
6649,1,1,2,5,2,2
6650,1,1,2,1,5,1
6651,2,1,2,1,2,2
6652,1,1,1,2,2,1
6653,2,1,1,1,2,2
6654,3,1,1,1,5,1
6655,1,2,3,4,2,2
6656,1,2,2,2,3,2
6657,3,1,1,4,2,2
6658,1,1,3,4,2,2
6659,6,1,2,2,2,2
6660,2,2,1,1,5,2
6661,5,2,2,2,4,2
6662,5,1,2,2,2,1
6663,1,1,1,1,2,2
6664,1,1,2,2,2,1
6665,1,1,2,2,2,2
6666,2,1,1,4,5,1
6667,1,1,2,4,5,1
6668,5,1,3,1,5,1
6669,5,1,2,1,2,2
6670,1,1,2,1,2,2
6671,2,1,1,1,5,2
6672,5,1,1,4,2,1
6673,2,1,1,5,2,1
6674,5,1,1,1,1,1
6675,1,1,1,1,2,1
6676,9,1,2,1,5,1
6677,1,1,1,2,3,2
6678,3,1,1,2,1,1
6679,1,1,1,5,5,1
6680,1,1,3,4,2,1
6681,8,1,1,4,2,1
6682,2,1,1,4,2,1
6683,2,1,1,2,2,1
6684,1,2,2,3,2,1
6685,7,2,1,4,5,1
6686,6,1,1,5,2,1
6687,2,2,2,1,2,1
6688,3,1,2,4,2,2
6689,1,1,2,4,2,1
6690,1,1,1,2,2,1
6691,7,1,2,1,2,1
6692,1,1,2,1,3,2
6693,1,2,1,2,2,1
6694,2,1,3,2,2,1
6695,2,1,1,1,5,1
6696,2,2,1,2,3,1
6697,2,1,1,2,2,2
6698,1,2,1,2,2,1
6699,4,1,1,1,2,1
6700,2,1,1,2,2,1
6701,3,1,2,4,2,1
6702,1,1,1,1,5,2
6703,2,1,1,1,2,1
6704,4,1,1,4,2,2
6705,6,1,1,1,2,2
6706,2,2,1,2,5,1
6707,5,1,1,3,2,2
6708,8,1,1,4,5,1
6709,1,2,2,1,2,1
6710,1,1,2,2,2,1
6711,1,1,1,2,2,1
6712,1,1,1,4,5,2
6713,1,1,1,5,2,1
6714,5,1,1,1,2,1
6715,1,1,1,4,2,2
6716,1,2,1,4,4,1
6717,4,1,1,2,1,2
6718,3,1,1,1,1,2
6719,9,2,2,1,4,2
6720,2,2,2,1,2,1
6721,5,1,1,1,2,1
6722,2,1,1,1,2,1
6723,1,1,1,2,2,1
6724,3,1,2,2,2,2
6725,6,1,1,2,2,1
6726,1,1,3,2,2,1
6727,2,1,2,4,2,2
6728,1,1,2,4,2,1
6729,2,1,1,1,5,2
6730,2,1,3,1,5,2
6731,7,1,2,3,2,2
6732,4,1,2,3,2,2
6733,1,2,3,2,2,2
6734,2,1,2,2,2,2
6735,2,1,2,1,1,2
6736,1,1,1,4,2,2
6737,7,1,1,1,2,1
6738,8,1,1,5,2,2
6739,1,1,1,2,2,2
6740,1,1,1,1,2,1
6741,1,2,2,2,5,2
6742,1,1,2,4,5,1
6743,5,1,3,5,5,2
6744,9,1,1,1,5,1
6745,5,1,2,1,5,2
6746,8,1,2,4,2,2
6747,1,1,2,2,5,1
6748,1,1,2,4,2,2
6749,1,2,2,4,2,1
6750,2,1,1,1,5,1
6751,6,1,1,3,2,1
6752,4,1,2,1,5,2
6753,5,2,1,1,5,1
6754,2,1,1,4,2,2
6755,9,2,1,1,2,2
6756,1,1,1,4,5,1
6757,1,1,1,1,5,1
6758,1,1,1,2,2,2
6759,1,1,1,4,2,2
6760,8,1,3,1,2,1
6761,5,1,1,4,2,1
6762,3,2,1,1,2,1
6763,1,1,2,2,2,1
6764,3,2,1,4,2,1
6765,2,1,2,2,2,2
6766,5,1,2,4,5,2
6767,3,1,1,1,4,1
6768,1,1,1,4,2,2
6769,1,1,2,4,5,1
6770,7,2,1,4,2,1
6771,1,1,2,1,1,2
6772,3,1,1,1,2,2
6773,9,2,3,4,2,1
6774,1,1,3,5,2,1
6775,2,1,1,4,5,1
6776,1,1,1,2,2,1
6777,6,1,1,1,5,1
6778,6,1,1,1,2,2
6779,2,1,2,1,2,2
6780,1,1,2,2,2,1
6781,1,1,1,1,5,1
6782,9,1,1,2,2,1
6783,1,1,2,1,2,2
6784,1,1,1,1,1,1
6785,6,1,1,3,2,2
6786,2,1,2,1,5,1
6787,2,1,1,4,1,2
6788,1,1,1,2,5,1
6789,3,1,1,2,2,1
6790,7,1,1,2,2,1
6791,1,1,1,4,5,2
6792,1,1,1,2,2,1
6793,8,1,2,4,3,2
6794,2,1,2,1,2,1
6795,1,1,1,1,3,1
6796,2,1,1,2,2,1
6797,2,1,1,4,2,1
6798,1,2,1,2,4,2
6799,1,2,1,4,2,2
6800,1,1,1,1,2,2
6801,1,2,1,5,2,2
6802,7,1,1,4,5,1
6803,3,1,2,4,2,1
6804,8,1,1,5,2,2
6805,2,1,2,1,5,1
6806,1,1,1,1,2,1
6807,1,1,1,4,2,1
6808,9,1,2,2,2,1
6809,8,2,1,1,2,1
6810,1,1,2,4,3,2
6811,1,1,2,2,2,1
6812,1,1,2,4,5,1
6813,6,1,2,2,2,2
6814,8,1,3,1,3,2
6815,2,1,1,2,5,1
6816,1,1,2,1,2,1
6817,1,1,1,1,2,2
6818,2,1,1,5,2,2
6819,1,1,1,4,5,2
6820,1,1,2,4,2,1
6821,1,1,2,2,2,1
6822,1,1,2,2,2,1
6823,1,1,3,2,3,2
6824,2,2,1,1,2,2
6825,1,1,2,2,5,1
6826,1,1,3,2,2,2
6827,1,1,1,1,2,1
6828,1,1,1,2,2,1
6829,2,1,1,4,5,2
6830,3,1,2,2,2,1
6831,2,1,1,4,2,2
6832,9,2,1,2,3,1
6833,1,2,2,1,2,1
6834,2,1,1,4,2,1
6835,1,1,3,1,2,2
6836,2,1,1,2,2,2
6837,2,1,1,2,2,1
6838,2,1,1,1,2,1
6839,2,1,1,1,2,1
6840,1,2,2,5,2,1
6841,1,1,1,1,5,1
6842,1,1,1,2,2,2
6843,5,1,1,5,2,1
6844,4,1,1,5,5,1
6845,7,1,1,4,5,1
6846,7,1,2,1,2,1
6847,2,2,2,1,2,1
6848,7,1,2,4,2,2
6849,1,2,1,1,4,1
6850,2,1,2,2,2,2
6851,3,1,2,2,5,1
6852,4,1,2,4,5,2
6853,5,1,2,4,5,2
6854,3,1,1,1,2,2
6855,2,1,2,3,5,2
6856,3,1,2,5,2,1
6857,1,1,2,4,2,2
6858,3,1,3,1,2,2
6859,2,1,2,5,2,1
6860,2,1,1,5,2,1
6861,1,2,1,2,2,2
6862,2,1,1,2,2,2
6863,4,1,1,4,2,1
6864,9,1,1,1,5,2
6865,2,1,1,1,2,2
6866,9,1,1,1,2,1
6867,2,2,2,2,2,1
6868,1,1,2,2,4,1
6869,3,1,1,2,5,2
6870,3,1,1,2,5,2
6871,1,1,1,1,2,1
6872,7,1,2,4,2,1
6873,5,1,3,4,5,1
6874,2,1,1,2,2,1
6875,4,1,2,1,2,2
6876,1,1,2,4,2,1
6877,8,1,2,1,2,1
6878,2,1,1,4,2,2
6879,8,1,1,2,5,1
6880,9,1,3,1,1,2
6881,7,1,1,1,2,1
6882,3,1,2,1,5,1
6883,1,1,3,1,2,1
6884,3,1,1,4,2,1
6885,2,2,3,4,2,1
6886,4,1,2,4,2,1
6887,7,1,1,1,2,1
6888,5,1,2,3,2,2
6889,2,1,1,4,2,2
6890,4,2,1,2,5,1
6891,1,1,2,5,2,1
6892,3,1,1,5,2,1
6893,1,1,1,1,2,1
6894,1,2,1,1,2,2
6895,3,1,1,3,1,1
6896,1,1,2,2,2,2
6897,1,1,1,1,5,2
6898,1,1,2,2,2,2
6899,1,1,2,1,5,1
6900,1,2,1,4,4,1
6901,7,1,2,1,2,2
6902,1,1,1,3,5,1
6903,1,1,1,4,2,2
6904,8,1,1,4,3,2
6905,2,2,1,4,2,1
6906,1,1,3,2,2,1
6907,8,1,1,4,2,2
6908,3,1,1,1,2,1
6909,1,2,3,2,2,2
6910,5,2,1,2,2,2
6911,8,1,1,1,2,1
6912,2,1,3,2,5,2
6913,1,1,1,1,2,2
6914,1,1,1,5,2,2
6915,2,1,2,4,2,1
6916,2,1,1,1,2,2
6917,1,1,1,1,5,2
6918,1,1,3,1,5,1
6919,3,1,2,2,5,1
6920,5,1,1,1,3,1
6921,2,1,2,2,2,2
6922,1,1,1,2,5,1
6923,1,1,1,1,5,2
6924,1,1,2,2,2,1
6925,1,1,1,5,2,1
6926,3,1,1,1,2,1
6927,8,1,3,3,2,2
6928,1,1,1,5,2,2
6929,3,1,1,2,2,1
6930,1,1,1,4,5,2
6931,8,1,2,2,2,2
6932,1,2,1,2,4,1
6933,1,1,1,1,2,2
6934,9,1,1,4,1,1
6935,1,1,2,1,5,2
6936,3,1,1,1,2,1
6937,1,1,1,1,3,1
6938,1,1,2,4,4,2
6939,2,2,1,4,5,1
6940,2,1,2,4,5,2
6941,2,2,1,1,4,2
6942,9,1,2,1,5,1
6943,9,1,1,3,2,1
6944,1,1,2,5,1,2
6945,2,1,1,5,2,2
6946,3,1,1,1,2,2
6947,3,1,1,4,2,1
6948,2,1,1,1,2,2
6949,7,2,2,4,2,2
6950,2,1,1,2,5,1
6951,3,1,1,2,5,2
6952,1,2,3,1,2,1
6953,2,1,2,4,2,2
6954,9,1,1,2,2,2
6955,3,1,1,3,2,1
6956,8,1,1,1,2,1
6957,1,2,1,5,2,2
6958,7,1,1,4,5,2
6959,3,1,1,2,3,2
6960,1,1,1,5,2,2
6961,2,2,2,4,4,1
6962,2,1,1,1,2,2
6963,1,1,1,1,2,1
6964,1,1,2,4,2,2
6965,1,1,1,5,2,1
6966,9,1,3,4,5,2
6967,1,2,1,2,2,2
6968,2,2,1,1,2,2
6969,1,1,1,1,2,2
6970,3,1,2,1,2,1
6971,7,1,1,4,2,2
6972,5,1,1,1,5,1
6973,2,2,2,1,5,1
6974,1,2,3,2,5,2
6975,3,2,1,1,2,1
6976,3,1,1,4,2,1
6977,3,1,1,2,2,2
6978,2,1,2,1,2,2
6979,9,1,2,1,5,2
6980,7,1,1,4,2,1
6981,4,1,1,2,2,1
6982,5,1,1,4,2,1
6983,2,1,1,4,5,2
6984,7,1,2,5,3,1
6985,6,1,2,4,5,2
6986,5,1,2,1,2,2
6987,1,1,2,1,2,1
6988,5,1,1,2,4,1
6989,1,2,2,1,4,1
6990,1,1,1,2,2,1
6991,6,1,1,4,5,2
6992,2,1,2,2,2,1
6993,3,1,1,2,2,2
6994,1,1,1,2,2,2
6995,1,1,3,1,5,2
6996,5,1,1,3,4,2
6997,2,1,1,4,2,1
6998,4,2,2,3,5,1
6999,2,1,1,5,5,1
7000,1,1,2,2,5,2
7001,3,1,2,4,5,1
7002,5,1,1,2,3,1
7003,2,1,3,4,3,2
7004,8,1,3,1,2,2
7005,5,2,2,2,2,1
7006,9,2,2,5,5,1
7007,2,1,1,4,3,1
7008,2,1,1,1,2,1
7009,2,2,1,2,2,2
7010,2,1,2,2,2,1
7011,1,1,1,2,5,1
7012,1,2,2,3,2,2
7013,2,1,1,4,2,1
7014,2,1,2,2,2,1
7015,3,2,2,4,2,2
7016,1,2,3,4,2,1
7017,5,1,1,4,2,1
7018,2,1,1,5,2,2
7019,2,1,1,2,2,2
7020,1,2,1,2,2,2
7021,3,1,1,1,2,1
7022,3,1,2,4,3,1
7023,1,1,1,1,2,2
7024,7,1,1,2,5,2
7025,1,1,2,4,2,1
7026,3,1,1,1,2,2
7027,1,1,2,1,2,1
7028,9,1,2,1,2,1
7029,7,1,2,1,5,2
7030,1,1,1,1,2,1
7031,3,2,2,4,2,1
7032,3,1,1,1,2,1
7033,1,1,1,1,3,1
7034,2,1,1,4,5,1
7035,1,1,1,4,2,2
7036,3,2,1,4,2,1
7037,1,1,2,1,2,1
7038,2,1,2,4,2,1
7039,5,1,1,5,2,1
7040,8,1,1,4,2,1
7041,1,1,1,1,2,2
7042,2,1,1,4,4,2
7043,1,1,2,2,2,1
7044,2,1,1,4,1,2
7045,1,1,1,4,5,2
7046,2,1,1,1,2,1
7047,1,2,2,2,5,1
7048,1,2,1,5,2,1
7049,2,2,3,4,2,2
7050,3,1,1,2,1,1
7051,1,1,1,1,2,2
7052,3,1,2,2,2,1
7053,1,1,1,1,2,1
7054,2,1,1,1,2,1
7055,5,1,1,4,2,1
7056,3,1,1,4,2,2
7057,2,1,2,2,2,1
7058,1,1,1,4,2,2
7059,2,1,2,2,2,2
7060,2,1,1,2,2,1
7061,3,1,1,4,2,2
7062,1,1,1,2,2,2
7063,1,1,2,1,2,1
7064,4,1,1,1,2,1
7065,8,1,1,2,5,2
7066,4,1,2,4,3,2
7067,8,1,2,4,5,1
7068,1,2,1,4,4,1
7069,1,1,1,5,2,2
7070,1,2,1,1,1,1
7071,1,1,1,2,2,1
7072,2,1,3,5,5,2
7073,8,1,2,2,2,2
7074,1,1,2,1,5,1
7075,4,1,2,1,2,2
7076,2,1,3,1,2,1
7077,1,1,3,4,5,1
7078,1,1,1,1,2,1
7079,7,2,2,4,2,2
7080,4,1,3,3,2,2
7081,9,2,1,1,2,2
7082,1,1,1,4,2,2
7083,9,1,1,2,2,1
7084,1,1,1,2,5,2
7085,1,1,2,1,2,1
7086,8,1,1,1,2,1
7087,1,1,1,3,2,2
7088,1,1,1,1,2,1
7089,8,1,1,4,5,2
7090,5,1,1,2,2,2
7091,3,1,1,1,2,2
7092,6,1,1,3,5,1
7093,2,2,1,1,2,2
7094,3,1,1,4,2,1
7095,3,1,1,2,2,2
7096,2,1,1,5,2,2
7097,1,2,1,1,5,1
7098,3,1,1,4,2,1
7099,2,1,1,2,2,1
7100,7,2,1,1,2,1
7101,1,1,1,1,2,1
7102,1,1,1,4,2,2
7103,2,1,1,4,5,1
7104,5,1,2,2,2,2
7105,1,1,3,1,2,1
7106,7,1,1,1,2,1
7107,7,2,1,4,5,1
7108,3,2,2,2,2,1
7109,5,1,1,4,2,1
7110,3,1,1,4,5,1
7111,1,1,1,4,2,1
7112,2,1,1,2,2,2
7113,1,1,3,4,2,2
7114,3,1,1,4,2,1
7115,2,1,1,4,5,2
7116,8,1,2,4,2,1
7117,8,1,1,4,5,1
7118,2,1,1,4,1,1
7119,2,1,1,4,3,1
7120,8,1,1,2,2,1
7121,1,1,2,2,2,2
7122,7,2,2,4,2,2
7123,5,1,1,2,2,1
7124,3,1,1,3,2,2
7125,1,1,2,4,5,2
7126,1,1,1,2,4,1
7127,5,1,2,1,2,2
7128,9,1,2,2,2,2
7129,2,1,1,1,2,2
7130,2,1,2,5,2,1
7131,2,1,1,1,2,1
7132,2,1,1,1,5,1
7133,1,1,2,5,2,1
7134,2,1,2,2,2,1
7135,1,1,1,4,2,1
7136,1,2,1,2,5,1
7137,7,1,1,4,2,2
7138,5,1,1,1,2,2
7139,4,1,1,1,2,1
7140,9,2,2,5,5,1
7141,2,1,1,2,2,2
7142,2,2,2,2,2,2
7143,3,1,1,4,4,1
7144,8,1,1,2,5,1
7145,1,1,2,1,2,2
7146,9,1,1,4,1,2
7147,4,1,1,1,2,1
7148,1,1,1,3,2,2
7149,2,2,1,1,2,2
7150,4,1,1,1,2,1
7151,2,1,2,2,2,2
7152,2,1,2,4,5,2
7153,7,1,2,5,2,2
7154,1,1,2,4,2,1
7155,7,1,1,5,2,2
7156,2,2,1,1,2,2
7157,3,2,2,2,4,2
7158,8,1,1,1,5,2
7159,1,1,2,1,2,1
7160,7,1,1,4,5,1
7161,2,1,1,4,2,1
7162,1,1,1,1,3,2
7163,3,1,1,2,2,1
7164,1,1,1,2,2,2
7165,1,1,2,4,5,2
7166,9,1,3,4,5,2
7167,1,1,2,1,2,2
7168,6,1,1,2,2,2
7169,2,1,1,2,5,1
7170,2,1,1,2,2,1
7171,2,1,2,1,2,2
7172,1,1,2,2,2,1
7173,2,1,1,4,2,1
7174,4,1,1,2,2,1
7175,1,1,2,4,2,1
7176,6,1,1,1,2,2
7177,1,1,1,4,2,1
7178,3,1,2,4,5,1
7179,6,1,3,1,2,1
7180,3,1,1,3,2,2
7181,7,2,2,5,2,1
7182,1,1,2,4,5,2
7183,1,1,2,2,2,1
7184,2,1,1,4,5,1
7185,8,1,2,4,2,1
7186,9,2,1,2,3,1
7187,4,1,1,4,2,1
7188,2,1,2,1,2,1
7189,1,2,2,2,2,2
7190,2,1,2,1,2,1
7191,1,1,1,1,2,1
7192,9,1,2,5,2,1
7193,9,1,2,3,1,1
7194,3,1,2,1,2,1
7195,3,1,1,1,2,2
7196,6,1,3,4,2,2
7197,2,1,2,2,2,2
7198,3,1,3,2,2,2
7199,1,1,1,3,2,1
7200,3,1,2,4,2,2
7201,1,1,1,4,5,2
7202,2,1,2,2,2,2
7203,7,1,1,1,2,1
7204,1,1,1,3,2,1
7205,7,1,1,5,2,1
7206,3,1,1,2,2,2
7207,5,1,1,2,5,2
7208,2,2,1,1,5,2
7209,3,1,1,4,5,2
7210,5,1,1,5,2,2
7211,1,1,2,2,2,1
7212,5,1,2,4,2,2
7213,1,1,2,1,2,1
7214,1,1,1,2,2,1
7215,5,2,2,3,2,2
7216,1,1,1,5,2,1
7217,4,2,1,4,2,2
7218,2,1,1,1,5,2
7219,9,1,1,2,2,2
7220,1,1,2,4,1,2
7221,3,1,1,2,3,2
7222,3,1,2,4,5,2
7223,1,2,2,2,2,2
7224,9,1,2,4,2,2
7225,1,2,1,2,2,2
7226,2,1,1,1,2,2
7227,2,1,1,2,2,1
7228,4,1,1,2,5,2
7229,3,1,1,1,2,2
7230,2,1,2,5,3,1
7231,2,1,1,2,2,2
7232,5,1,1,2,2,1
7233,7,1,2,1,5,1
7234,5,2,2,2,4,2
7235,3,1,1,5,2,1
7236,6,1,1,4,2,2
7237,1,1,2,4,2,2
7238,1,1,3,2,2,1
7239,8,2,2,2,2,1
7240,2,1,3,4,2,1
7241,1,1,1,4,2,2
7242,1,1,1,1,2,1
7243,2,1,1,1,2,2
7244,7,1,1,4,2,1
7245,1,2,1,5,2,1
7246,4,2,2,3,5,1
7247,3,1,1,2,5,2
7248,2,1,2,1,2,1
7249,6,1,1,2,2,1
7250,1,1,1,5,2,1
7251,1,1,1,4,5,2
7252,1,1,2,4,2,1
7253,7,1,1,2,2,1
7254,3,1,1,4,2,1
7255,2,2,3,4,2,1
7256,1,1,2,4,2,1
7257,1,1,1,1,5,1
7258,1,1,1,2,5,2
7259,7,1,1,4,5,2
7260,2,2,1,2,2,2
7261,1,1,2,4,2,2
7262,3,1,1,2,2,1
7263,7,1,1,2,5,1
7264,2,2,2,2,4,1
7265,9,1,2,2,5,2
7266,4,1,2,2,5,1
7267,2,1,2,1,5,1
7268,5,1,1,2,2,1
7269,2,1,2,2,5,1
7270,1,1,1,4,2,2
7271,1,1,2,1,2,2
7272,3,2,2,4,2,1
7273,2,2,2,5,4,1
7274,4,1,2,4,2,1
7275,2,1,1,1,2,2
7276,2,1,2,5,5,1
7277,1,1,1,4,3,2
7278,2,1,1,2,2,2
7279,1,1,2,1,2,1
7280,6,1,1,3,2,2
7281,1,1,2,5,2,2
7282,1,1,1,1,2,1
7283,8,1,1,4,5,2
7284,2,1,3,1,2,2
7285,1,1,1,2,3,1
7286,7,2,2,4,5,2
7287,1,1,1,2,2,1
7288,3,1,2,5,2,2
7289,2,1,1,4,3,2
7290,1,1,1,1,5,2
7291,4,2,1,2,3,1
7292,2,1,1,4,5,1
7293,2,1,2,2,2,1
7294,1,1,1,2,2,1
7295,1,1,1,1,1,2
7296,5,1,1,4,2,2
7297,2,1,2,2,2,2
7298,1,1,1,1,2,1
7299,1,2,1,2,2,2
7300,2,1,2,3,2,1
7301,1,1,3,4,2,1
7302,2,2,1,1,2,2
7303,5,1,1,2,5,1
7304,2,1,2,4,5,2
7305,2,1,3,2,2,1
7306,2,2,1,1,4,2
7307,5,1,2,4,2,2
7308,4,2,1,2,2,2
7309,7,1,1,3,2,2
7310,1,2,2,1,4,1
7311,1,2,2,4,5,1
7312,2,1,3,1,2,1
7313,2,2,3,2,2,2
7314,2,2,2,5,5,2
7315,2,1,1,4,2,2
7316,1,2,1,1,4,2
7317,2,1,1,1,2,1
7318,1,1,2,2,2,1
7319,3,1,3,1,2,2
7320,1,1,2,4,2,2
7321,1,2,1,1,5,1
7322,3,1,1,2,2,1
7323,8,1,2,1,1,2
7324,9,1,2,2,2,2
7325,3,1,2,4,2,2
7326,2,1,2,2,2,2
7327,3,2,2,2,4,2
7328,2,1,1,5,5,1
7329,2,1,3,2,5,2
7330,1,1,2,2,2,1
7331,6,1,1,1,2,1
7332,1,1,1,4,2,1
7333,2,1,1,4,2,2
7334,1,1,1,4,2,1
7335,1,1,3,1,2,1
7336,3,1,1,4,4,2
7337,1,1,1,4,2,2
7338,3,1,1,1,5,2
7339,3,1,1,3,2,2
7340,6,1,2,1,2,1
7341,3,1,1,2,2,2
7342,9,1,1,4,5,2
7343,1,2,3,1,2,1
7344,1,1,2,4,2,2
7345,2,1,1,4,1,2
7346,1,1,1,5,2,2
7347,4,1,1,1,2,1
7348,1,1,1,4,3,2
7349,8,1,1,2,5,2
7350,4,1,1,2,5,1
7351,4,2,2,2,2,2
7352,4,1,3,5,3,1
7353,3,1,2,2,2,1
7354,2,1,1,2,2,2
7355,5,1,1,1,2,1
7356,6,1,2,2,2,1
7357,1,1,1,2,5,1
7358,8,1,2,4,2,2
7359,2,1,2,5,2,1
7360,7,1,2,4,2,2
7361,2,1,1,2,5,2
7362,7,1,1,2,2,2
7363,2,1,1,4,3,1
7364,7,1,1,2,5,1
7365,2,1,1,5,2,2
7366,7,1,1,2,5,2
7367,8,1,2,4,2,1
7368,1,1,1,2,2,2
7369,2,1,1,3,2,2
7370,1,1,1,4,2,1
7371,4,1,2,1,2,2
7372,3,1,2,2,2,2
7373,1,1,1,4,5,2
7374,2,1,1,4,2,2
7375,2,1,1,4,2,1
7376,1,1,1,5,2,1
7377,1,1,1,2,2,2
7378,9,1,2,5,2,2
7379,2,1,2,3,2,2
7380,1,1,2,2,5,2
7381,1,1,1,1,2,1
7382,1,2,2,2,3,2
7383,1,1,1,4,5,1
7384,2,1,1,4,2,1
7385,3,1,1,1,2,2
7386,3,1,1,1,5,1
7387,1,1,3,1,2,2
7388,1,1,1,1,2,1
7389,4,1,1,4,2,2
7390,1,1,1,2,2,1
7391,3,1,1,4,5,1
7392,3,1,1,4,2,1
7393,1,1,1,4,2,2
7394,2,1,1,1,5,1
7395,1,1,1,2,2,1
7396,4,1,2,3,2,2
7397,1,1,1,2,2,1
7398,2,1,3,2,2,2
7399,5,2,2,2,2,1
7400,1,1,3,1,2,2
7401,1,1,2,4,5,1
7402,4,1,1,3,5,1
7403,2,2,1,4,1,1
7404,1,1,2,2,2,2
7405,3,1,1,1,2,1
7406,2,2,2,2,2,1
7407,1,1,3,1,2,1
7408,2,1,1,4,2,1
7409,1,1,1,1,2,2
7410,2,1,1,5,2,2
7411,1,1,2,2,2,1
7412,1,1,1,5,2,1
7413,1,1,1,1,2,1
7414,2,1,1,1,2,2
7415,4,1,2,4,5,2
7416,1,1,2,2,2,2
7417,9,2,2,5,5,1
7418,3,1,1,4,2,1
7419,2,1,2,2,2,1
7420,7,1,1,1,1,1
7421,1,1,2,4,2,1
7422,2,1,1,2,2,1
7423,1,1,1,1,2,1
7424,1,2,2,2,2,2
7425,2,1,3,4,2,2
7426,2,1,1,1,5,2
7427,1,1,3,2,1,2
7428,2,1,1,1,2,1
7429,1,2,1,1,1,2
7430,1,1,2,2,2,1
7431,1,1,3,2,2,2
7432,1,1,1,1,2,1
7433,7,1,2,4,2,2
7434,7,1,1,4,5,2
7435,2,1,3,4,2,1
7436,1,1,3,4,2,2
7437,1,1,1,4,5,1
7438,1,1,2,1,2,2
7439,1,1,1,4,2,1
7440,1,1,2,4,2,2
7441,1,2,1,1,2,2
7442,2,1,2,4,2,2
7443,3,1,3,2,5,2
7444,4,1,2,2,2,2
7445,3,1,1,1,2,2
7446,2,2,1,4,3,2
7447,4,1,1,4,5,1
7448,5,2,1,2,4,2
7449,2,1,1,4,2,2
7450,1,1,1,1,5,2
7451,8,1,2,1,2,1
7452,1,1,2,4,5,1
7453,1,1,1,2,5,2
7454,3,1,1,2,2,2
7455,3,1,2,4,2,2
7456,1,2,3,1,2,1
7457,3,2,1,4,2,2
7458,1,1,3,1,5,1
7459,2,1,2,2,5,1
7460,3,1,1,3,2,2
7461,2,1,3,4,2,2
7462,3,1,1,2,5,2
7463,1,1,2,4,5,1
7464,2,2,2,2,5,2
7465,2,1,1,2,2,1
7466,2,1,1,4,5,2
7467,2,1,2,1,4,1
7468,2,1,2,1,2,2
7469,1,1,2,5,2,2
7470,1,1,2,1,2,2
7471,2,2,1,2,2,2
7472,1,1,1,1,2,1
7473,1,1,2,3,2,1
7474,2,1,2,4,5,2
7475,5,1,1,1,2,2
7476,3,2,1,4,1,1
7477,1,1,2,1,2,2
7478,1,1,1,1,5,2
7479,7,1,1,1,5,1
7480,3,1,1,2,2,2
7481,9,1,1,4,5,1
7482,3,1,3,4,5,2
7483,1,2,1,4,2,2
7484,1,1,1,2,5,2
7485,3,1,1,1,2,2
7486,1,1,1,4,5,1
7487,1,2,2,2,5,1
7488,3,1,1,2,5,1
7489,7,1,1,2,2,1
7490,3,1,1,2,1,1
7491,3,1,3,1,3,1
7492,2,1,1,3,5,1
7493,1,1,1,1,2,2
7494,1,1,1,4,2,1
7495,1,1,1,1,2,2
7496,1,1,1,1,2,1
7497,5,1,2,1,2,1
7498,1,1,1,2,5,1
7499,3,1,1,3,5,1
7500,2,1,1,4,5,1
7501,1,1,2,2,2,1
7502,2,1,1,4,2,1
7503,1,1,1,1,5,1
7504,1,1,1,4,2,1
7505,7,2,1,4,2,1
